customerID,Contract,MonthlyCharges,tenure,PaymentMethod,TotalCharges
3956-ID,Month-to-month,108.4,33,Credit card (automatic),3577.2
3957-ID,One year,57.93,58,Mailed check,3359.94
3958-ID,Month-to-month,114.06,46,Mailed check,5246.76
3959-ID,Month-to-month,67.01,61,Mailed check,4087.61
3960-ID,Two year,116.11,62,Credit card (automatic),7198.82
3961-ID,Two year,19.07,1,Credit card (automatic),19.07
3962-ID,Month-to-month,108.58,21,Electronic check,2280.18
3963-ID,One year,111.83,62,Electronic check,6933.46
3964-ID,Month-to-month,114.83,64,Mailed check,7349.12
3965-ID,Month-to-month,19.56,56,Mailed check,1095.36
3966-ID,One year,35.51,1,Mailed check,35.51
3967-ID,Two year,83.95,21,Mailed check,1762.95
3968-ID,Month-to-month,20.81,22,Credit card (automatic),457.82
3969-ID,Two year,24.64,54,Electronic check,1330.56
3970-ID,Two year,40.47,4,Bank transfer (automatic),161.88
3971-ID,One year,69.75,65,Mailed check,4533.75
3972-ID,One year,73.11,51,Electronic check,3728.61
3973-ID,Two year,21.69,63,Mailed check,1366.47
3974-ID,Month-to-month,35.37,15,Credit card (automatic),530.55
3975-ID,Two year,68.47,36,Bank transfer (automatic),2464.92
3976-ID,Month-to-month,77.94,29,Electronic check,2260.26
3977-ID,Month-to-month,33.16,52,Electronic check,1724.32
3978-ID,One year,58.33,46,Bank transfer (automatic),2683.18
3979-ID,Month-to-month,109.14,69,Credit card (automatic),7530.66
3980-ID,Month-to-month,118.64,29,Bank transfer (automatic),3440.56
3981-ID,Two year,117.47,47,Electronic check,5521.09
3982-ID,One year,106.86,25,Bank transfer (automatic),2671.5
3983-ID,Month-to-month,57.91,16,Credit card (automatic),926.56
3984-ID,Month-to-month,87.25,41,Credit card (automatic),3577.25
3985-ID,One year,60.12,65,Mailed check,3907.8
3986-ID,Two year,83.43,69,Bank transfer (automatic),5756.67
3987-ID,One year,49.35,20,Bank transfer (automatic),987.0
3988-ID,One year,79.17,69,Electronic check,5462.73
3989-ID,Month-to-month,70.89,36,Credit card (automatic),2552.04
3990-ID,Month-to-month,20.71,58,Bank transfer (automatic),1201.18
3991-ID,Two year,97.72,48,Electronic check,4690.56
3992-ID,Month-to-month,19.45,2,Mailed check,38.9
3993-ID,Month-to-month,47.71,29,Bank transfer (automatic),1383.59
3994-ID,One year,18.85,16,Bank transfer (automatic),301.6
3995-ID,Month-to-month,56.06,35,Electronic check,1962.1
3996-ID,Two year,24.6,62,Electronic check,1525.2
3997-ID,One year,110.06,4,Credit card (automatic),440.24
3998-ID,Two year,60.03,68,Credit card (automatic),4082.04
3999-ID,One year,64.43,51,Credit card (automatic),3285.93
4000-ID,Month-to-month,53.41,33,Bank transfer (automatic),1762.53
4001-ID,One year,81.31,24,Electronic check,1951.44
4002-ID,One year,97.08,25,Credit card (automatic),2427.0
4003-ID,Month-to-month,83.39,28,Bank transfer (automatic),2334.92
4004-ID,Month-to-month,93.44,7,Credit card (automatic),654.08
4005-ID,Two year,109.3,36,Mailed check,3934.8
4006-ID,Two year,105.04,10,Bank transfer (automatic),1050.4
4007-ID,Month-to-month,85.99,36,Credit card (automatic),3095.64
4008-ID,Month-to-month,39.82,18,Credit card (automatic),716.76
4009-ID,Month-to-month,82.34,6,Mailed check,494.04
4010-ID,One year,69.11,7,Mailed check,483.77
4011-ID,One year,90.33,12,Credit card (automatic),1083.96
4012-ID,One year,101.96,41,Credit card (automatic),4180.36
4013-ID,Month-to-month,92.89,63,Electronic check,5852.07
4014-ID,Two year,103.33,25,Credit card (automatic),2583.25
4015-ID,Month-to-month,24.67,53,Credit card (automatic),1307.51
4016-ID,One year,21.43,33,Electronic check,707.19
4017-ID,One year,44.23,6,Electronic check,265.38
4018-ID,Month-to-month,108.77,62,Credit card (automatic),6743.74
4019-ID,Month-to-month,101.03,66,Electronic check,6667.98
4020-ID,One year,86.86,9,Bank transfer (automatic),781.74
4021-ID,One year,88.68,67,Mailed check,5941.56
4022-ID,One year,91.28,16,Bank transfer (automatic),1460.48
4023-ID,Month-to-month,112.98,55,Mailed check,6213.9
4024-ID,One year,101.89,40,Mailed check,4075.6
4025-ID,One year,80.9,26,Credit card (automatic),2103.4
4026-ID,Two year,85.15,38,Mailed check,3235.7
4027-ID,Month-to-month,39.73,35,Bank transfer (automatic),1390.55
4028-ID,Two year,84.31,68,Credit card (automatic),5733.08
4029-ID,Two year,60.93,59,Electronic check,3594.87
4030-ID,One year,33.62,14,Bank transfer (automatic),470.68
4031-ID,Month-to-month,99.29,47,Credit card (automatic),4666.63
4032-ID,One year,69.53,71,Mailed check,4936.63
4033-ID,Month-to-month,116.48,42,Bank transfer (automatic),4892.16
4034-ID,Two year,46.56,51,Mailed check,2374.56
4035-ID,Month-to-month,66.56,19,Credit card (automatic),1264.64
4036-ID,One year,63.27,66,Credit card (automatic),4175.82
4037-ID,One year,30.39,47,Electronic check,1428.33
4038-ID,One year,61.07,65,Electronic check,3969.55
4039-ID,Month-to-month,47.15,42,Bank transfer (automatic),1980.3
4040-ID,Two year,34.36,38,Electronic check,1305.68
4041-ID,Two year,46.61,13,Mailed check,605.93
4042-ID,Month-to-month,41.69,44,Mailed check,1834.36
4043-ID,One year,92.02,24,Electronic check,2208.48
4044-ID,Two year,21.34,30,Electronic check,640.2
4045-ID,One year,80.31,70,Electronic check,5621.7
4046-ID,Month-to-month,94.7,38,Bank transfer (automatic),3598.6
4047-ID,One year,66.56,23,Bank transfer (automatic),1530.88
4048-ID,Two year,111.87,57,Mailed check,6376.59
4049-ID,Two year,89.39,23,Bank transfer (automatic),2055.97
4050-ID,One year,93.42,36,Bank transfer (automatic),3363.12
4051-ID,Month-to-month,38.04,57,Credit card (automatic),2168.28
4052-ID,One year,96.37,1,Mailed check,96.37
4053-ID,Month-to-month,101.88,3,Mailed check,305.64
4054-ID,One year,54.56,14,Electronic check,763.84
4055-ID,Two year,39.69,34,Credit card (automatic),1349.46
4056-ID,Month-to-month,56.95,70,Electronic check,3986.5
4057-ID,Month-to-month,92.58,69,Bank transfer (automatic),6388.02
4058-ID,Month-to-month,60.22,51,Mailed check,3071.22
4059-ID,Two year,92.28,29,Bank transfer (automatic),2676.12
4060-ID,One year,29.66,48,Bank transfer (automatic),1423.68
4061-ID,Two year,99.25,16,Credit card (automatic),1588.0
4062-ID,Month-to-month,43.7,57,Credit card (automatic),2490.9
4063-ID,One year,43.27,10,Mailed check,432.7
4064-ID,Two year,77.58,19,Mailed check,1474.02
4065-ID,Month-to-month,25.3,67,Credit card (automatic),1695.1
4066-ID,Month-to-month,20.89,36,Credit card (automatic),752.04
4067-ID,Two year,44.48,4,Credit card (automatic),177.92
4068-ID,Two year,72.33,33,Credit card (automatic),2386.89
4069-ID,Two year,109.47,28,Mailed check,3065.16
4070-ID,Month-to-month,103.32,9,Mailed check,929.88
4071-ID,Two year,67.54,6,Bank transfer (automatic),405.24
4072-ID,Month-to-month,21.97,49,Bank transfer (automatic),1076.53
4073-ID,Two year,72.04,22,Bank transfer (automatic),1584.88
4074-ID,Month-to-month,89.08,48,Mailed check,4275.84
4075-ID,Month-to-month,52.34,21,Electronic check,1099.14
4076-ID,One year,29.41,33,Bank transfer (automatic),970.53
4077-ID,Two year,46.25,56,Electronic check,2590.0
4078-ID,Two year,95.79,29,Electronic check,2777.91
4079-ID,Month-to-month,53.55,53,Electronic check,2838.15
4080-ID,Month-to-month,99.85,40,Credit card (automatic),3994.0
4081-ID,Month-to-month,50.36,18,Mailed check,906.48
4082-ID,One year,34.69,47,Mailed check,1630.43
4083-ID,One year,62.05,13,Bank transfer (automatic),806.65
4084-ID,Month-to-month,63.7,27,Bank transfer (automatic),1719.9
4085-ID,Two year,19.87,62,Mailed check,1231.94
4086-ID,Two year,30.01,45,Credit card (automatic),1350.45
4087-ID,One year,36.84,3,Mailed check,110.52
4088-ID,One year,29.67,22,Electronic check,652.74
4089-ID,Month-to-month,52.57,27,Mailed check,1419.39
4090-ID,Two year,115.19,55,Credit card (automatic),6335.45
4091-ID,Month-to-month,69.43,67,Mailed check,4651.81
4092-ID,One year,81.32,33,Mailed check,2683.56
4093-ID,Two year,54.07,2,Mailed check,108.14
4094-ID,Two year,50.76,46,Electronic check,2334.96
4095-ID,One year,20.58,33,Bank transfer (automatic),679.14
4096-ID,Month-to-month,68.53,58,Credit card (automatic),3974.74
4097-ID,Month-to-month,66.85,7,Electronic check,467.95
4098-ID,Two year,34.11,15,Mailed check,511.65
4099-ID,One year,95.06,26,Mailed check,2471.56
4100-ID,Two year,67.76,11,Bank transfer (automatic),745.36
4101-ID,One year,52.32,38,Bank transfer (automatic),1988.16
4102-ID,Month-to-month,33.01,27,Bank transfer (automatic),891.27
4103-ID,One year,73.74,7,Electronic check,516.18
4104-ID,Month-to-month,93.91,1,Credit card (automatic),93.91
4105-ID,One year,46.59,21,Bank transfer (automatic),978.39
4106-ID,Two year,40.24,30,Mailed check,1207.2
4107-ID,Month-to-month,70.7,8,Credit card (automatic),565.6
4108-ID,Two year,33.86,3,Mailed check,101.58
4109-ID,Two year,85.24,55,Mailed check,4688.2
4110-ID,Month-to-month,79.09,15,Credit card (automatic),1186.35
4111-ID,Month-to-month,27.0,36,Electronic check,972.0
4112-ID,Two year,21.92,6,Credit card (automatic),131.52
4113-ID,Two year,80.59,42,Bank transfer (automatic),3384.78
4114-ID,Two year,47.83,50,Credit card (automatic),2391.5
4115-ID,Two year,26.94,18,Bank transfer (automatic),484.92
4116-ID,Month-to-month,94.57,50,Bank transfer (automatic),4728.5
4117-ID,Month-to-month,49.81,30,Credit card (automatic),1494.3
4118-ID,Two year,64.44,39,Credit card (automatic),2513.16
4119-ID,One year,42.05,12,Bank transfer (automatic),504.6
4120-ID,One year,81.3,59,Mailed check,4796.7
4121-ID,Month-to-month,48.55,44,Credit card (automatic),2136.2
4122-ID,Two year,115.54,4,Electronic check,462.16
4123-ID,Two year,88.9,36,Bank transfer (automatic),3200.4
4124-ID,Month-to-month,31.99,48,Mailed check,1535.52
4125-ID,One year,60.13,14,Credit card (automatic),841.82
4126-ID,One year,56.98,49,Credit card (automatic),2792.02
4127-ID,One year,71.94,67,Mailed check,4819.98
4128-ID,Month-to-month,102.86,9,Electronic check,925.74
4129-ID,One year,76.88,21,Bank transfer (automatic),1614.48
4130-ID,Month-to-month,24.44,16,Credit card (automatic),391.04
4131-ID,Month-to-month,84.12,16,Electronic check,1345.92
4132-ID,Two year,19.08,28,Bank transfer (automatic),534.24
4133-ID,One year,96.64,51,Electronic check,4928.64
4134-ID,Month-to-month,85.25,56,Bank transfer (automatic),4774.0
4135-ID,One year,49.28,57,Bank transfer (automatic),2808.96
4136-ID,One year,47.64,52,Electronic check,2477.28
4137-ID,Two year,98.48,46,Bank transfer (automatic),4530.08
4138-ID,One year,96.98,38,Credit card (automatic),3685.24
4139-ID,Two year,53.66,48,Credit card (automatic),2575.68
4140-ID,Month-to-month,48.29,41,Electronic check,1979.89
4141-ID,One year,74.51,59,Electronic check,4396.09
4142-ID,Month-to-month,19.09,67,Bank transfer (automatic),1279.03
4143-ID,One year,26.56,66,Bank transfer (automatic),1752.96
4144-ID,Month-to-month,30.93,27,Electronic check,835.11
4145-ID,One year,36.88,32,Mailed check,1180.16
4146-ID,One year,69.71,56,Electronic check,3903.76
4147-ID,One year,117.97,10,Mailed check,1179.7
4148-ID,One year,83.84,40,Mailed check,3353.6
4149-ID,One year,24.41,17,Electronic check,414.97
4150-ID,One year,71.07,58,Electronic check,4122.06
4151-ID,One year,68.16,6,Electronic check,408.96
4152-ID,One year,32.74,39,Mailed check,1276.86
4153-ID,One year,110.74,18,Credit card (automatic),1993.32
4154-ID,Month-to-month,62.55,42,Credit card (automatic),2627.1
4155-ID,Two year,118.2,4,Electronic check,472.8
4156-ID,One year,60.47,20,Electronic check,1209.4
4157-ID,Two year,79.35,28,Bank transfer (automatic),2221.8
4158-ID,One year,28.78,40,Bank transfer (automatic),1151.2
4159-ID,One year,63.9,65,Bank transfer (automatic),4153.5
4160-ID,Month-to-month,42.25,44,Electronic check,1859.0
4161-ID,Month-to-month,102.22,23,Credit card (automatic),2351.06
4162-ID,Two year,97.03,57,Credit card (automatic),5530.71
4163-ID,Month-to-month,101.08,47,Electronic check,4750.76
4164-ID,Month-to-month,90.97,13,Electronic check,1182.61
4165-ID,Two year,101.93,16,Mailed check,1630.88
4166-ID,Month-to-month,38.43,55,Mailed check,2113.65
4167-ID,One year,63.68,65,Credit card (automatic),4139.2
4168-ID,Two year,87.78,16,Bank transfer (automatic),1404.48
4169-ID,Two year,82.31,37,Credit card (automatic),3045.47
4170-ID,One year,90.24,52,Mailed check,4692.48
4171-ID,Month-to-month,40.79,10,Credit card (automatic),407.9
4172-ID,Two year,28.14,38,Mailed check,1069.32
4173-ID,Two year,110.39,44,Mailed check,4857.16
4174-ID,One year,74.55,54,Bank transfer (automatic),4025.7
4175-ID,One year,33.71,51,Bank transfer (automatic),1719.21
4176-ID,Month-to-month,97.99,52,Mailed check,5095.48
4177-ID,Two year,110.2,70,Electronic check,7714.0
4178-ID,Month-to-month,35.29,59,Bank transfer (automatic),2082.11
4179-ID,Month-to-month,100.4,13,Mailed check,1305.2
4180-ID,One year,112.04,41,Electronic check,4593.64
4181-ID,Two year,112.56,12,Electronic check,1350.72
4182-ID,Two year,110.12,50,Credit card (automatic),5506.0
4183-ID,Two year,73.17,57,Credit card (automatic),4170.69
4184-ID,One year,54.05,50,Bank transfer (automatic),2702.5
4185-ID,One year,18.98,57,Electronic check,1081.86
4186-ID,One year,24.37,54,Bank transfer (automatic),1315.98
4187-ID,One year,61.35,66,Mailed check,4049.1
4188-ID,One year,58.38,8,Bank transfer (automatic),467.04
4189-ID,Two year,36.81,63,Electronic check,2319.03
4190-ID,Month-to-month,58.0,9,Credit card (automatic),522.0
4191-ID,Two year,35.8,60,Bank transfer (automatic),2148.0
4192-ID,Month-to-month,103.55,63,Credit card (automatic),6523.65
4193-ID,One year,48.22,3,Bank transfer (automatic),144.66
4194-ID,Month-to-month,78.41,13,Mailed check,1019.33
4195-ID,Two year,68.79,9,Electronic check,619.11
4196-ID,Two year,23.46,52,Bank transfer (automatic),1219.92
4197-ID,Month-to-month,112.94,62,Mailed check,7002.28
4198-ID,One year,71.24,8,Mailed check,569.92
4199-ID,One year,50.92,45,Mailed check,2291.4
4200-ID,Two year,34.14,53,Credit card (automatic),1809.42
4201-ID,Month-to-month,52.27,63,Credit card (automatic),3293.01
4202-ID,One year,20.31,57,Mailed check,1157.67
4203-ID,One year,54.79,54,Mailed check,2958.66
4204-ID,Two year,71.66,19,Bank transfer (automatic),1361.54
4205-ID,One year,105.87,67,Bank transfer (automatic),7093.29
4206-ID,Month-to-month,87.33,46,Electronic check,4017.18
4207-ID,Two year,29.46,10,Bank transfer (automatic),294.6
4208-ID,Two year,33.1,18,Electronic check,595.8
4209-ID,Month-to-month,61.28,12,Electronic check,735.36
4210-ID,Two year,37.92,49,Electronic check,1858.08
4211-ID,One year,21.05,23,Credit card (automatic),484.15
4212-ID,One year,99.15,62,Bank transfer (automatic),6147.3
4213-ID,Month-to-month,20.21,11,Mailed check,222.31
4214-ID,One year,101.73,56,Electronic check,5696.88
4215-ID,Month-to-month,32.73,55,Mailed check,1800.15
4216-ID,Month-to-month,116.21,25,Electronic check,2905.25
4217-ID,One year,78.94,9,Bank transfer (automatic),710.46
4218-ID,Month-to-month,92.12,12,Electronic check,1105.44
4219-ID,One year,29.35,11,Bank transfer (automatic),322.85
4220-ID,Two year,104.89,38,Mailed check,3985.82
4221-ID,Two year,102.59,28,Bank transfer (automatic),2872.52
4222-ID,Month-to-month,83.88,8,Mailed check,671.04
4223-ID,One year,68.73,47,Bank transfer (automatic),3230.31
4224-ID,One year,90.76,36,Electronic check,3267.36
4225-ID,Two year,18.85,50,Electronic check,942.5
4226-ID,Two year,77.79,9,Bank transfer (automatic),700.11
4227-ID,One year,103.41,60,Mailed check,6204.6
4228-ID,Month-to-month,54.12,67,Mailed check,3626.04
4229-ID,Two year,29.13,53,Mailed check,1543.89
4230-ID,Month-to-month,60.55,17,Bank transfer (automatic),1029.35
4231-ID,Month-to-month,91.32,53,Bank transfer (automatic),4839.96
4232-ID,Two year,29.03,28,Bank transfer (automatic),812.84
4233-ID,Month-to-month,38.96,63,Bank transfer (automatic),2454.48
4234-ID,Month-to-month,33.08,15,Mailed check,496.2
4235-ID,One year,98.34,19,Mailed check,1868.46
4236-ID,Month-to-month,24.57,70,Credit card (automatic),1719.9
4237-ID,One year,87.25,47,Bank transfer (automatic),4100.75
4238-ID,Two year,55.08,71,Credit card (automatic),3910.68
4239-ID,Two year,94.21,48,Bank transfer (automatic),4522.08
4240-ID,One year,115.17,20,Credit card (automatic),2303.4
4241-ID,Two year,29.76,37,Mailed check,1101.12
4242-ID,Month-to-month,49.85,2,Mailed check,99.7
4243-ID,Month-to-month,99.67,64,Credit card (automatic),6378.88
4244-ID,Month-to-month,45.0,36,Electronic check,1620.0
4245-ID,Two year,39.87,5,Bank transfer (automatic),199.35
4246-ID,Month-to-month,101.2,64,Credit card (automatic),6476.8
4247-ID,Two year,117.45,7,Credit card (automatic),822.15
4248-ID,Month-to-month,74.22,70,Electronic check,5195.4
4249-ID,One year,46.19,22,Mailed check,1016.18
4250-ID,Two year,58.31,46,Credit card (automatic),2682.26
4251-ID,Two year,35.35,40,Mailed check,1414.0
4252-ID,Month-to-month,94.82,61,Bank transfer (automatic),5784.02
4253-ID,Two year,95.98,46,Electronic check,4415.08
4254-ID,Two year,106.2,28,Mailed check,2973.6
4255-ID,One year,20.92,35,Credit card (automatic),732.2
4256-ID,One year,74.73,1,Electronic check,74.73
4257-ID,Month-to-month,39.78,29,Electronic check,1153.62
4258-ID,One year,52.51,9,Electronic check,472.59
4259-ID,Month-to-month,97.14,9,Electronic check,874.26
4260-ID,Month-to-month,37.55,22,Electronic check,826.1
4261-ID,Month-to-month,82.4,63,Bank transfer (automatic),5191.2
4262-ID,Two year,84.03,66,Bank transfer (automatic),5545.98
4263-ID,One year,114.14,58,Electronic check,6620.12
4264-ID,Month-to-month,96.15,70,Credit card (automatic),6730.5
4265-ID,One year,99.02,55,Credit card (automatic),5446.1
4266-ID,Month-to-month,71.68,13,Bank transfer (automatic),931.84
4267-ID,One year,37.02,19,Mailed check,703.38
4268-ID,One year,61.02,33,Electronic check,2013.66
4269-ID,Month-to-month,73.47,65,Credit card (automatic),4775.55
4270-ID,Two year,86.43,60,Bank transfer (automatic),5185.8
4271-ID,One year,79.32,12,Bank transfer (automatic),951.84
4272-ID,Two year,57.84,43,Mailed check,2487.12
4273-ID,Two year,44.91,17,Mailed check,763.47
4274-ID,Month-to-month,35.16,68,Credit card (automatic),2390.88
4275-ID,Month-to-month,87.98,29,Mailed check,2551.42
4276-ID,Month-to-month,83.11,55,Mailed check,4571.05
4277-ID,One year,87.33,7,Electronic check,611.31
4278-ID,Month-to-month,55.69,44,Bank transfer (automatic),2450.36
4279-ID,Month-to-month,44.62,5,Bank transfer (automatic),223.1
4280-ID,One year,94.6,60,Mailed check,5676.0
4281-ID,One year,96.0,6,Bank transfer (automatic),576.0
4282-ID,Month-to-month,64.04,7,Bank transfer (automatic),448.28
4283-ID,Month-to-month,79.75,46,Credit card (automatic),3668.5
4284-ID,Month-to-month,55.79,57,Bank transfer (automatic),3180.03
4285-ID,Month-to-month,88.8,54,Mailed check,4795.2
4286-ID,Two year,102.24,46,Credit card (automatic),4703.04
4287-ID,Two year,87.42,10,Bank transfer (automatic),874.2
4288-ID,Month-to-month,69.76,4,Bank transfer (automatic),279.04
4289-ID,Two year,64.35,67,Credit card (automatic),4311.45
4290-ID,One year,82.8,25,Credit card (automatic),2070.0
4291-ID,Two year,86.57,61,Bank transfer (automatic),5280.77
4292-ID,Two year,74.4,38,Electronic check,2827.2
4293-ID,Month-to-month,81.06,32,Electronic check,2593.92
4294-ID,Two year,27.96,23,Bank transfer (automatic),643.08
4295-ID,Two year,113.9,37,Bank transfer (automatic),4214.3
4296-ID,Two year,97.72,3,Credit card (automatic),293.16
4297-ID,Two year,55.83,13,Credit card (automatic),725.79
4298-ID,One year,74.81,34,Bank transfer (automatic),2543.54
4299-ID,Month-to-month,23.01,65,Bank transfer (automatic),1495.65
4300-ID,Month-to-month,22.39,8,Bank transfer (automatic),179.12
4301-ID,One year,43.46,9,Bank transfer (automatic),391.14
4302-ID,Two year,87.57,28,Electronic check,2451.96
4303-ID,One year,103.89,18,Credit card (automatic),1870.02
4304-ID,Two year,74.45,42,Mailed check,3126.9
4305-ID,One year,71.73,41,Bank transfer (automatic),2940.93
4306-ID,Month-to-month,58.68,70,Bank transfer (automatic),4107.6
4307-ID,Month-to-month,34.49,33,Bank transfer (automatic),1138.17
4308-ID,Month-to-month,30.14,54,Mailed check,1627.56
4309-ID,Two year,94.7,36,Credit card (automatic),3409.2
4310-ID,Two year,111.46,56,Credit card (automatic),6241.76
4311-ID,One year,64.31,17,Bank transfer (automatic),1093.27
4312-ID,One year,84.52,10,Bank transfer (automatic),845.2
4313-ID,Month-to-month,110.15,44,Credit card (automatic),4846.6
4314-ID,Two year,27.31,2,Mailed check,54.62
4315-ID,One year,95.68,14,Bank transfer (automatic),1339.52
4316-ID,Two year,80.24,41,Mailed check,3289.84
4317-ID,Two year,78.41,2,Mailed check,156.82
4318-ID,Month-to-month,47.65,19,Credit card (automatic),905.35
4319-ID,Month-to-month,86.98,1,Bank transfer (automatic),86.98
4320-ID,Two year,98.13,2,Electronic check,196.26
4321-ID,Two year,29.59,27,Credit card (automatic),798.93
4322-ID,Two year,71.87,2,Credit card (automatic),143.74
4323-ID,Two year,28.43,51,Electronic check,1449.93
4324-ID,Month-to-month,105.94,10,Bank transfer (automatic),1059.4
4325-ID,One year,69.27,19,Mailed check,1316.13
4326-ID,Month-to-month,99.45,13,Mailed check,1292.85
4327-ID,One year,55.24,48,Mailed check,2651.52
4328-ID,Two year,30.82,56,Bank transfer (automatic),1725.92
4329-ID,One year,22.42,56,Credit card (automatic),1255.52
4330-ID,Month-to-month,46.54,50,Credit card (automatic),2327.0
4331-ID,Month-to-month,42.8,45,Credit card (automatic),1926.0
4332-ID,Two year,74.57,59,Credit card (automatic),4399.63
4333-ID,Month-to-month,20.43,39,Credit card (automatic),796.77
4334-ID,Two year,70.57,21,Electronic check,1481.97
4335-ID,Month-to-month,57.62,55,Mailed check,3169.1
4336-ID,Month-to-month,76.25,57,Mailed check,4346.25
4337-ID,Two year,88.84,41,Bank transfer (automatic),3642.44
4338-ID,One year,81.98,70,Electronic check,5738.6
4339-ID,Month-to-month,117.21,49,Credit card (automatic),5743.29
4340-ID,One year,32.15,44,Credit card (automatic),1414.6
4341-ID,Month-to-month,61.44,35,Credit card (automatic),2150.4
4342-ID,Month-to-month,60.95,5,Electronic check,304.75
4343-ID,Month-to-month,60.16,71,Bank transfer (automatic),4271.36
4344-ID,Month-to-month,84.96,51,Electronic check,4332.96
4345-ID,One year,67.48,57,Bank transfer (automatic),3846.36
4346-ID,One year,70.25,58,Mailed check,4074.5
4347-ID,Month-to-month,61.7,36,Bank transfer (automatic),2221.2
4348-ID,Month-to-month,117.92,10,Mailed check,1179.2
4349-ID,One year,111.47,50,Bank transfer (automatic),5573.5
4350-ID,Two year,49.18,37,Mailed check,1819.66
4351-ID,Two year,29.47,20,Mailed check,589.4
4352-ID,One year,102.65,13,Credit card (automatic),1334.45
4353-ID,Month-to-month,118.47,19,Bank transfer (automatic),2250.93
4354-ID,Month-to-month,47.66,56,Credit card (automatic),2668.96
4355-ID,Two year,54.21,45,Mailed check,2439.45
4356-ID,Two year,112.88,60,Credit card (automatic),6772.8
4357-ID,One year,89.72,68,Electronic check,6100.96
4358-ID,Two year,47.96,57,Credit card (automatic),2733.72
4359-ID,One year,76.65,54,Bank transfer (automatic),4139.1
4360-ID,Two year,113.15,37,Credit card (automatic),4186.55
4361-ID,Two year,99.84,37,Electronic check,3694.08
4362-ID,Two year,92.8,14,Credit card (automatic),1299.2
4363-ID,Month-to-month,92.32,44,Mailed check,4062.08
4364-ID,Month-to-month,36.14,42,Mailed check,1517.88
4365-ID,Month-to-month,101.13,1,Mailed check,101.13
4366-ID,Two year,46.0,23,Bank transfer (automatic),1058.0
4367-ID,One year,111.75,64,Credit card (automatic),7152.0
4368-ID,One year,54.9,28,Mailed check,1537.2
4369-ID,One year,104.44,4,Credit card (automatic),417.76
4370-ID,One year,45.01,41,Electronic check,1845.41
4371-ID,Month-to-month,69.96,60,Electronic check,4197.6
4372-ID,Month-to-month,28.99,18,Bank transfer (automatic),521.82
4373-ID,Two year,84.59,63,Credit card (automatic),5329.17
4374-ID,Two year,102.28,61,Electronic check,6239.08
4375-ID,One year,90.45,49,Bank transfer (automatic),4432.05
4376-ID,Month-to-month,70.84,47,Bank transfer (automatic),3329.48
4377-ID,One year,22.78,39,Mailed check,888.42
4378-ID,Two year,112.06,6,Electronic check,672.36
4379-ID,Two year,89.15,53,Credit card (automatic),4724.95
4380-ID,One year,93.21,25,Electronic check,2330.25
4381-ID,Two year,98.12,65,Electronic check,6377.8
4382-ID,One year,93.4,5,Credit card (automatic),467.0
4383-ID,Month-to-month,62.58,65,Credit card (automatic),4067.7
4384-ID,One year,91.98,8,Mailed check,735.84
4385-ID,Month-to-month,81.07,39,Bank transfer (automatic),3161.73
4386-ID,Month-to-month,104.08,43,Credit card (automatic),4475.44
4387-ID,Two year,98.9,5,Credit card (automatic),494.5
4388-ID,Two year,22.41,4,Electronic check,89.64
4389-ID,Two year,56.33,1,Credit card (automatic),56.33
4390-ID,One year,21.74,56,Credit card (automatic),1217.44
4391-ID,One year,28.51,45,Electronic check,1282.95
4392-ID,Two year,78.69,65,Electronic check,5114.85
4393-ID,One year,106.07,3,Electronic check,318.21
4394-ID,Two year,30.29,22,Mailed check,666.38
4395-ID,One year,63.58,56,Bank transfer (automatic),3560.48
4396-ID,Month-to-month,109.79,18,Credit card (automatic),1976.22
4397-ID,Month-to-month,100.09,25,Electronic check,2502.25
4398-ID,Two year,70.48,48,Electronic check,3383.04
4399-ID,One year,95.79,31,Bank transfer (automatic),2969.49
4400-ID,One year,70.78,30,Mailed check,2123.4
4401-ID,Month-to-month,34.14,66,Credit card (automatic),2253.24
4402-ID,Month-to-month,30.79,10,Mailed check,307.9
4403-ID,Two year,37.18,71,Mailed check,2639.78
4404-ID,Month-to-month,53.52,59,Mailed check,3157.68
4405-ID,Two year,111.77,51,Electronic check,5700.27
4406-ID,Month-to-month,98.62,9,Bank transfer (automatic),887.58
4407-ID,Month-to-month,61.75,54,Bank transfer (automatic),3334.5
4408-ID,One year,67.8,62,Bank transfer (automatic),4203.6
4409-ID,Month-to-month,44.94,9,Mailed check,404.46
4410-ID,Month-to-month,89.04,9,Credit card (automatic),801.36
4411-ID,Two year,98.93,24,Mailed check,2374.32
4412-ID,Month-to-month,42.26,39,Bank transfer (automatic),1648.14
4413-ID,Two year,22.45,8,Electronic check,179.6
4414-ID,Month-to-month,80.95,25,Mailed check,2023.75
4415-ID,Month-to-month,74.78,66,Electronic check,4935.48
4416-ID,Two year,58.66,10,Bank transfer (automatic),586.6
4417-ID,One year,82.96,24,Mailed check,1991.04
4418-ID,Two year,73.59,59,Electronic check,4341.81
4419-ID,Two year,43.43,31,Mailed check,1346.33
4420-ID,Two year,58.22,11,Bank transfer (automatic),640.42
4421-ID,One year,61.28,6,Credit card (automatic),367.68
4422-ID,Month-to-month,106.71,70,Bank transfer (automatic),7469.7
4423-ID,Two year,114.82,32,Credit card (automatic),3674.24
4424-ID,Two year,108.0,39,Credit card (automatic),4212.0
4425-ID,One year,90.53,48,Bank transfer (automatic),4345.44
4426-ID,Two year,77.04,13,Electronic check,1001.52
